Name,State,City,Zip,Type,Image,Ranking,ACT,AidPercentage,AcceptanceRate,Fees,GPAAvg,Enrollment,SATAvg,SATRange,ACTRange,YearFounded,AcademicCalendar,Setting,SchoolWebsite
University of Minnesota--Twin Cities,MN,Minneapolis,55455,public,https://www.usnews.com/dims4/USNEWS/3f7cdc8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1a%2F57ee27ac94e22161e9c049b7e44c48%2Fcollege-photo_25995.jpg,70,26,23,52,33325,,34633,1270,1270-1480,26-31,1851,Semester,Urban,https://twin-cities.umn.edu/
Fordham University,NY,New York,10023,private,https://www.usnews.com/dims4/USNEWS/1461f72/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7d%2F2c660496b823f534b6a70c2e3eb2cc%2Fcollege-photo_12860.jpg,74,28,56,46,54093,3.6,9645,1250,1250-1430,28-32,1841,Semester,Urban,http://www.fordham.edu
Stevens Institute of Technology,NJ,Hoboken,7030,private,https://www.usnews.com/dims4/USNEWS/3bc5e8c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa8%2Fe21b1a4c78eec18a599763e6e6fa44%2Fcollege-photo_26182.jpg,74,30,45,41,54014,3.9,3230,1330,1330-1480,30-33,1870,Semester,City,http://www.stevens.edu
Virginia Tech,VA,Blacksburg,24061,public,https://www.usnews.com/dims4/USNEWS/cd48ec2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F17%2Fdf%2Fcbd3365f48618e8ce9f9396a5e97%2F190913virginia-tech1.jpg,74,25,20,65,32835,4,27811,1180,1180-1390,25-31,1872,Semester,Rural,//www.vt.edu
American University,DC,Washington,20016,private,https://www.usnews.com/dims4/USNEWS/a3db684/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa5%2Fbf592471bcd3a13a8ce5b8452ca2e1%2Fcollege-photo_293.jpg,77,27,45,32,49889,3.7,8287,1220,1220-1380,27-31,1893,Semester,Suburban,http://www.american.edu
Brigham Young University--Provo,UT,Provo,84602,private,https://www.usnews.com/dims4/USNEWS/f016581/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe1%2F58%2Fa361e0ed4fddbfa09c59660f7b98%2F190822brigham-young-university-provo6.jpg,77,26,40,64,5790,3.9,31441,1190,1190-1420,26-31,1875,Semester,City,http://www.byu.edu
Baylor University,TX,Waco,76798,private,https://www.usnews.com/dims4/USNEWS/cf6fde3/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8b%2Ffa3e63d95c8d04d588236fa7237b3e%2Fcollege-photo_33114.jpg,79,26,53,52,47364,,14188,1190,1190-1370,26-31,1845,Semester,City,http://www.baylor.edu
Binghamton University--SUNY,NY,Binghamton,13902,public,https://www.usnews.com/dims4/USNEWS/7600b3f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4b%2Fe2c046fb1c3ae257f28abef818079c%2Fcollege-photo_21371.jpg,79,28,63,40,27791,4,14021,1310,1310-1440,28-32,1946,Semester,Suburban,http://www.binghamton.edu
Gonzaga University,WA,Spokane,99258,private,https://www.usnews.com/dims4/USNEWS/0522c23/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F34%2F1cb9a35129b00e1afec07b6ded2512%2Fcollege-photo_66.jpg,79,25,43,66,45140,3.7,5317,1183,1183-1350,25-30,1887,Semester,City,https://www.gonzaga.edu
Indiana University--Bloomington,IN,Bloomington,47405,public,https://www.usnews.com/dims4/USNEWS/0a3f6f5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F71%2Fd5039cf1209140b9105a4696b0b155%2F0001.jpg,79,24,17,77,36514,3.7,33301,1150,1150-1360,24-31,1820,Semester,City,https://www.indiana.edu
University at Buffalo--SUNY,NY,Buffalo,14214,public,https://www.usnews.com/dims4/USNEWS/1ec59ef/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F77%2Fd11664668f460e23962439d7ffadeb%2Fstadium-DJI_0047_1.jpg,79,24,37,56,27850,3.7,21607,1160,1160-1330,24-29,1846,Semester,Suburban,http://www.buffalo.edu
Elon University,NC,Elon,27244,private,https://www.usnews.com/dims4/USNEWS/980ac29/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2f%2Fdba6f3f3f59a82522d737e4dfb1b65%2Fcollege-photo_27147.jpg,84,25,30,72,36571,4,6196,1150,1150-1330,25-30,1889,Unknown,Suburban,http://www.elon.edu
University of California--Santa Cruz,CA,Santa Cruz,95064,public,https://www.usnews.com/dims4/USNEWS/5f2d097/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8e%2Ffa0566a5854bafa34cbf50251bf6e0%2Fcollege-photo_25690.jpg,84,24,11,48,43046,3.6,17792,1170,1170-1400,24-31,1965,Quarter,Suburban,http://www.ucsc.edu
Colorado School of Mines,CO,Golden,80401,public,https://www.usnews.com/dims4/USNEWS/60dbbab/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa3%2Fc41e1f5bf36ee2a343175d965f2b15%2FDJI_0037.jpg,84,28,23,49,39762,3.8,4954,1290,1290-1450,28-33,1874,Semester,Suburban,http://www.mines.edu
Marquette University,WI,Milwaukee,53201,private,https://www.usnews.com/dims4/USNEWS/ee61acb/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F60%2F92652cf37cd44afa31adbfb4c9b7a3%2Fcollege-photo_7947.jpg,84,24,58,82,43936,,8435,1150,1150-1320,24-30,1881,Semester,Urban,http://www.marquette.edu
Michigan State University,MI,East Lansing,48824,public,https://www.usnews.com/dims4/USNEWS/8c7dead/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F64%2F8948b60c1375c3871898da724f2083%2Fcollege-photo_15870.jpg,84,23,21,78,39766,3.7,39423,1110,1110-1310,23-29,1855,Semester,Suburban,http://www.msu.edu/
North Carolina State University--Raleigh,NC,Raleigh,27695,public,https://www.usnews.com/dims4/USNEWS/a929fde/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F78%2F2a157bb0030394064cf7cdd0a80d1d%2Fcollege-photo_11015.jpg,84,27,41,47,29220,3.8,25199,1250,1250-1390,27-31,1887,Semester,City,http://admissions.ncsu.edu
University of Iowa,IA,Iowa City,52242,public,https://www.usnews.com/dims4/USNEWS/9056b64/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F45%2F706fb2da3056b2cb7a7f1c0abc2372%2Fcollege-photo_26755.jpg,84,23,52,83,31568,3.7,23989,1120,1120-1330,23-28,1847,Semester,City,http://www.uiowa.edu
University of Delaware,DE,Newark,19716,public,https://www.usnews.com/dims4/USNEWS/3e9aac5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb6%2F454aeab7eb5704c44695271d46d4a3%2Fcollege-photo_4016.jpg,91,25,,62,34310,3.8,19117,1170,1170-1350,25-30,1743,Unknown,Suburban,http://www.udel.edu/
University of San Diego,CA,San Diego,92110,private,https://www.usnews.com/dims4/USNEWS/685458a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F14%2Fe4c69417c58d881093979ebf5cbc85%2Fcollege-photo_8421.jpg,91,25,50,53,51186,3.9,5855,1190,1190-1360,25-30,1949,Unknown,Urban,http://www.SanDiego.edu
University of California--Riverside,CA,Riverside,92521,public,https://www.usnews.com/dims4/USNEWS/88d0565/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6c%2F68f3515aea1ba176103a16ba099ccf%2Fcollege-photo_13243.jpg,91,23,1,51,42819,3.8,20581,1110,1110-1330,23-29,1954,Quarter,City,http://www.ucr.edu
Clark University,MA,Worcester,1610,private,https://www.usnews.com/dims4/USNEWS/fb20da1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F12%2F429c6046796ef5509573c983d65433%2Fcollege-photo_20158.jpg,91,28,59,59,47200,3.7,2304,1200,1200-1390,28-31,1887,Semester,City,http://www.clarku.edu
Miami University--Oxford,OH,Oxford,45056,public,https://www.usnews.com/dims4/USNEWS/e6973fd/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F02%2F2a8961add0bdcfbeeb3a8ef818719d%2Fcollege-photo_1631.jpg,91,26,7,75,34307,3.8,17326,1200,1200-1380,26-31,1809,Semester,Rural,http://www.MiamiOH.edu
Stony Brook University--SUNY,NY,Stony Brook,11794,public,https://www.usnews.com/dims4/USNEWS/26d27c0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fda%2F55f9c218f25686c56dd9095c8a2c2f%2Fcollege-photo_34218.jpg,91,26,12,42,28528,3.8,17522,1230,1230-1420,26-31,1957,Semester,Suburban,http://www.stonybrook.edu
Drexel University,PA,Philadelphia,19104,private,https://www.usnews.com/dims4/USNEWS/5c50bf4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcd%2Ff35e75d608aaf118054bf4c91d82af%2Fcollege-photo_12760.jpg,97,25,63,77,54516,3.7,13490,1170,1170-1380,25-30,1891,Quarter,Urban,http://www.drexel.edu
University of Denver,CO,Denver,80208,private,https://www.usnews.com/dims4/USNEWS/f135c2b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1e%2Ff8ff330b160754cc1e35e1d1352da0%2Fcollege-photo_7142.jpg,97,26,41,56,52515,3.7,5801,1170,1170-1370,26-31,1864,Quarter,City,http://www.du.edu
New Jersey Institute of Technology,NJ,Newark,7102,public,https://www.usnews.com/dims4/USNEWS/3dbf449/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7e%2Fb3b8e2741b92a0ea183c9bec080001%2Fcollege-photo_33255.jpg,97,25,53,64,32750,3.6,8532,1190,1190-1380,25-30,1881,Semester,Urban,http://www.njit.edu
Saint Louis University,MO,St. Louis,63103,private,https://www.usnews.com/dims4/USNEWS/b4be5b4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fbd%2F0aa616c3dc810b3df8fa7cf18642f4%2Fgrand-gateway.jpg,97,25,58,58,45424,3.9,7167,1180,1180-1370,25-31,1818,Semester,Urban,http://www.slu.edu
Texas Christian University,TX,Fort Worth,76129,private,https://www.usnews.com/dims4/USNEWS/0342f6a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F36%2F57dd41fc268d4e38ed9ff6e39deed6%2Fcollege-photo_3218.jpg,97,26,37,41,49250,,9445,1150,1150-1343,26-30,1873,Semester,Suburban,http://www.tcu.edu
University of San Francisco,CA,San Francisco,94117,private,https://www.usnews.com/dims4/USNEWS/04984b7/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe1%2F7e70b28f2f8b5b7334aa3510a58608%2Fcollege-photo_1190.jpg,97,23,58,65,50282,3.5,6704,1130,1130-1330,23-29,1855,Semester,Urban,http://www.usfca.edu
Yeshiva University,NY,New York,10033,private,https://www.usnews.com/dims4/USNEWS/ff8cbba/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe3%2F41c7e02ad279e22acaf436ea2d9630%2Fcollege-photo_12207.jpg,97,22,52,60,44900,3.4,2682,1140,1140-1400,22-30,1886,Semester,Urban,http://www.yu.edu
University of Colorado--Boulder,CO,Boulder,80309,public,https://www.usnews.com/dims4/USNEWS/4326580/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F82%2F14930c2c8210c65c1d97e4dbd6bc1f%2Fcollege-photo_31810.jpg,104,25,13,82,38318,3.7,30152,1150,1150-1360,25-30,1861,Unknown,Urban,http://web.mit.edu/
University of Oregon,OR,Eugene,97403,public,https://www.usnews.com/dims4/USNEWS/63f569f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F74%2F0bd5dbe7cfc8e43be9a14443c2d2e2%2Fcollege-photo_18177.jpg,104,22,7,83,36615,3.6,19101,1080,1080-1290,22-28,1876,Quarter,City,https://www.uoregon.edu
Auburn University,AL,Auburn,36849,public,https://www.usnews.com/dims4/USNEWS/82a864e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe1%2Fc3e58114b9e270ac11d07a72b8bb7f%2Fcollege-photo_28846.jpg,104,25,14,75,31124,3.9,24628,1150,1150-1310,25-30,1856,Semester,Suburban,http://www.auburn.edu
Creighton University,NE,Omaha,68178,private,https://www.usnews.com/dims4/USNEWS/66efefe/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F45%2F91030317e8ad57c35b979138f05644%2Fcollege-photo_13793.jpg,104,24,50,71,41400,3.7,4446,1150,1150-1350,24-30,1878,Semester,Urban,http://www.creighton.edu
Howard University,DC,Washington,20059,private,https://www.usnews.com/dims4/USNEWS/604c52b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F82%2F7bbabaea5b47be61379d37af47e531%2FHowardUniversity-FoundersLibrary.jpg,104,22,45,32,27206,3.6,6243,1140,1140-1285,22-27,1867,Semester,Urban,http://www.howard.edu
Loyola University Chicago,IL,Chicago,60660,private,https://www.usnews.com/dims4/USNEWS/d62a1aa/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F9b%2Fc32187fc24665d5f56d983be171a56%2Fcollege-photo_29455.jpg,104,25,61,68,45543,3.7,11919,1120,1120-1310,25-30,1870,Semester,City,http://www.luc.edu
Rochester Institute of Technology,NY,Rochester,14623,private,https://www.usnews.com/dims4/USNEWS/57eb7f8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F18%2F217e163ff21614c1131e6e567a97e9%2Fcollege-photo_27708.jpg,104,27,71,66,45890,3.6,13513,1200,1200-1400,27-32,1829,Semester,Suburban,http://www.rit.edu
Temple University,PA,Philadelphia,19122,public,https://www.usnews.com/dims4/USNEWS/4ca9ad0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F42%2Fa5f3b9b7ae7fd41a960451771124c0%2Fcollege-photo_21951.jpg,104,24,51,59,34126,3.6,29484,1130,1130-1320,24-30,1884,Semester,Urban,http://www.temple.edu
University of California--Merced,CA,Merced,95343,public,https://www.usnews.com/dims4/USNEWS/ca4f875/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F45%2F61c0dca668167933caa2c1027c4917%2Fcollege-photo_29536.jpg,104,18,36,66,42530,3.6,7881,1000,1000-1190,18-24,2005,Semester,Rural,http://www.ucmerced.edu
University of South Carolina,SC,Columbia,29208,public,https://www.usnews.com/dims4/USNEWS/e989221/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6a%2F3c1a5c49f439c1cc21106a7981155b%2Fcollege-photo_19707.jpg,104,25,4,63,33928,4,26733,1190,1190-1360,25-30,1801,Semester,City,http://www.sc.edu
University of South Florida,FL,Tampa,33620,public,https://www.usnews.com/dims4/USNEWS/cc096bb/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff9%2F13afce02d3e80810dced80083ce23c%2F20170818-USF-HUDDLE_%26_USF_PHOTO-22.jpg,104,25,26,43,17324,3.9,32238,1170,1170-1330,25-29,1956,Semester,Urban,http://www.usf.edu
University of Tennessee,TN,Knoxville,37996,public,https://www.usnews.com/dims4/USNEWS/daa65ad/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff5%2Fb0b2d6569b9b1c38929e066251717e%2Fcollege-photo_33614.jpg,104,25,42,78,31454,3.6,22815,1150,1150-1330,25-31,1794,Semester,Urban,http://utk.edu
University of Utah,UT,Salt Lake City,84112,public,https://www.usnews.com/dims4/USNEWS/540a872/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5c%2F56e451b77163161894c4def98b68fd%2Fcollege-photo_20743.jpg,104,22,13,67,30132,3.6,24743,1130,1130-1350,22-29,1850,Semester,Urban,http://www.utah.edu
Arizona State University--Tempe,AZ,Tempe,85287,public,https://www.usnews.com/dims4/USNEWS/42d7cf6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd0%2Ff2a8c0a903b07fc0670e8ae1dd4a74%2Fcollege-photo_30360.jpg,117,22,32,85,29428,3.5,42844,1130,1130-1360,22-29,1885,Semester,Urban,//www.asu.edu
Clarkson University,NY,Potsdam,13699,private,https://www.usnews.com/dims4/USNEWS/25f5939/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F91%2F5e6a368730ac10c4006f36f0f62566%2Fcollege-photo_23146.jpg,117,24,81,71,51128,3.7,3091,1160,1160-1350,24-30,1896,Semester,Rural,https://www.clarkson.edu/
Illinois Institute of Technology,IL,Chicago,60616,private,https://www.usnews.com/dims4/USNEWS/9fb1369/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F70%2F1c%2Fad873b444082bbd6b37ca1130dfe%2F190903illinois-institute-of-technology14.jpg,117,26,66,58,49280,4,3026,1220,1220-1400,26-31,1890,Semester,Urban,http://admissions.iit.edu/undergraduate/apply
University of Arizona,AZ,Tucson,85721,public,https://www.usnews.com/dims4/USNEWS/ef85572/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F33%2F175f22c3f80609afd8eb9205ed61e3%2Fcollege-photo_29621.jpg,117,21,30,84,36366,3.3,35233,1070,1070-1310,21-28,1885,Semester,City,http://www.arizona.edu
Iowa State University,IA,Ames,50011,public,https://www.usnews.com/dims4/USNEWS/3fde99a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fad%2Fe457136a85b0ecb6e658b7f1ccec60%2Fcollege-photo_252.jpg,121,22,36,91,24508,3.6,29621,1092,1092-1334,22-28,1858,Semester,City,http://www.iastate.edu
SUNY College of Environmental Science and Forestry,NY,Syracuse,13210,public,https://www.usnews.com/dims4/USNEWS/f5684c1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F65%2Fab08757e1416c87923d6bd5d762ad6%2Fcollege-photo_29342.jpg,121,23,,61,18644,3.7,1779,1120,1120-1310,23-29,1911,Semester,City,http://www.esf.edu
University of Tulsa,OK,Tulsa,74104,private,https://www.usnews.com/dims4/USNEWS/15845d4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fce%2F8f5830310a0ee281c7bf1b31c6369a%2Fcollege-photo_20596.jpg,121,25,49,41,42238,3.9,3296,1180,1180-1410,25-32,1894,Semester,City,http://utulsa.edu
University of Vermont,VT,Burlington,5405,public,https://www.usnews.com/dims4/USNEWS/aabf58a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5f%2F51f1f719f3b97f038f11f900e05e03%2Fcollege-photo_943.jpg,121,26,50,68,43690,3.6,11328,1180,1180-1360,26-31,1791,Semester,Suburban,http://www.uvm.edu
Chapman University,CA,Orange,92866,private,https://www.usnews.com/dims4/USNEWS/cb9f758/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F93%2Fb46d525df512eea49dd0eb7c7cafae%2Fcollege-photo_325.jpg,125,25,51,54,54924,3.7,7281,1190,1190-1370,25-30,1861,Unknown,Suburban,http://www.chapman.edu
DePaul University,IL,Chicago,60604,private,https://www.usnews.com/dims4/USNEWS/9541660/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc0%2Fff83f231242936db24d261135d2690%2Fcollege-photo_14885.jpg,125,23,68,68,41202,3.7,14507,1080,1080-1290,23-29,1898,Quarter,Urban,http://www.depaul.edu
University of New Hampshire,NH,Durham,3824,public,https://www.usnews.com/dims4/USNEWS/0ddfdfc/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fde%2F9b3ac6e109f791ca921b8ea352543b%2Fcollege-photo_27971.jpg,125,23,59,77,35409,3.5,12782,1090,1090-1280,23-28,2006,Quarter,City,https://jpcatholic.edu/
Simmons University,MA,Boston,2115,private,https://www.usnews.com/dims4/USNEWS/bc64a32/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F04%2F6113452e0cd70ab6b5ff925c80e93a%2Fcollege-photo_6564.jpg,125,24,75,70,42066,3.4,1837,1130,1130-1300,24-30,1899,Semester,Urban,http://www.simmons.edu
University of the Pacific,CA,Stockton,95211,private,https://www.usnews.com/dims4/USNEWS/76655ee/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F94%2F88ba29780da34f20cee16449c9ecfa%2Fcollege-photo_3876.jpg,125,22,70,63,49588,3.5,3701,1120,1120-1350,22-30,1851,Semester,City,http://www.pacific.edu
Drake University,IA,Des Moines,50311,private,https://www.usnews.com/dims4/USNEWS/c79b562/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7a%2F97dcb50aaad6bc26deb8f3b85ef78d%2Fcollege-photo_28294.jpg,130,24,60,68,42840,3.7,3015,1140,1140-1360,24-30,1881,Semester,City,//www.drake.edu
University of Kansas,KS,Lawrence,66045,public,https://www.usnews.com/dims4/USNEWS/8d8b4e8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe0%2Fe0ca120d3a9ef1d8d4a0872ddc4c83%2Fcollege-photo_1157.jpg,130,23,31,92,27358,3.6,19596,,N/A,23-29,1865,Semester,City,https://ku.edu
University of La Verne,CA,La Verne,91750,private,https://www.usnews.com/dims4/USNEWS/543c2fd/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Faf%2Fd37107493db7458e3dc187dc2e04d7%2Fcollege-photo_18211.jpg,132,20,83,51,44500,3.5,2798,1020,1020-1205,20-26,1891,Unknown,Suburban,http://www.laverne.edu
Duquesne University,PA,Pittsburgh,15282,private,https://www.usnews.com/dims4/USNEWS/d5cd5d8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F57%2F7d78fcf1382ba8c210dbe6ab3dae11%2Fcollege-photo_18781.jpg,132,24,66,72,39992,3.8,6013,1140,1140-1280,24-29,1878,Semester,Urban,http://www.duq.edu
Rutgers University--Newark,NJ,Newark,7102,public,https://www.usnews.com/dims4/USNEWS/64fb5df/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe2%2Fdf1e430bd929ca578704004ed2689f%2Fcollege-photo_36380.jpg,132,19,11,63,31608,,9142,1020,1020-1190,19-24,1908,Semester,Urban,http://www.newark.rutgers.edu/
University of Dayton,OH,Dayton,45469,private,https://www.usnews.com/dims4/USNEWS/71ddcb6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F45%2Fcadffb73f8373b17128107d76c52b0%2Fcollege-photo_4235.jpg,132,25,56,72,44100,3.8,8617,1110,1110-1310,25-30,1850,Semester,Suburban,http://www.udayton.edu
University of Illinois--Chicago,IL,Chicago,60607,public,https://www.usnews.com/dims4/USNEWS/ae9d3f7/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe9%2F6d907501915ba1862cb6beb9b68690%2Fcollege-photo_9965.jpg,132,21,23,76,27672,3.4,20783,1020,1020-1220,21-27,1965,Semester,Urban,http://www.uic.edu
University of Kentucky,KY,Lexington,40506,public,https://www.usnews.com/dims4/USNEWS/8e01d50/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcc%2F8ff23e604e39fdb0f946d4ac03727d%2Fcollege-photo_21807.jpg,132,23,14,94,30680,3.5,22136,1080,1080-1300,23-29,1865,Semester,City,http://www.uky.edu
University of Oklahoma,OK,Norman,73019,public,https://www.usnews.com/dims4/USNEWS/c3ea327/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F05%2F2dc988b4a19627c434b183045500aa%2Fcollege-photo_13004.jpg,132,23,14,78,27144,3.6,22152,1140,1140-1350,23-29,1890,Semester,City,http://www.ou.edu
University of St. Thomas,MN,St. Paul,55105,private,https://www.usnews.com/dims4/USNEWS/1f08388/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0d%2F1c1dbe7e90fa4488730b764bf061b5%2Fcollege-photo_30283.jpg,139,24,55,82,42736,3.6,6395,1130,1130-1380,24-29,1885,Unknown,Urban,http://www.stthomas.edu
Oregon State University,OR,Corvallis,97331,public,https://www.usnews.com/dims4/USNEWS/f76527e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F18%2Fae9b41ecff0c371c7a130859c1c2ec%2Fcollege-photo_20198.jpg,139,22,34,81,31314,3.6,25699,1080,1080-1310,22-28,1868,Quarter,City,http://oregonstate.edu
Seattle University,WA,Seattle,98122,private,https://www.usnews.com/dims4/USNEWS/ed60efd/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa9%2F54181c9457e54ea2f9f21604c8506d%2Fcollege-photo_32610.jpg,139,24,52,76,46590,3.6,4764,1130,1130-1320,24-30,1891,Quarter,Urban,http://www.seattleu.edu
The Catholic University of America,DC,Washington,20064,private,https://www.usnews.com/dims4/USNEWS/6a75538/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa3%2F98762d9d7742233df007b7715ef156%2Fcollege-photo_1833.jpg,139,24,54,84,47746,3.5,3332,1140,1140-1320,24-30,1887,Semester,Urban,https://www.catholic.edu/
Seton Hall University,NJ,South Orange,7079,private,https://www.usnews.com/dims4/USNEWS/6b5b201/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F06%2Fb049e582fac6603f59ef5f40842e89%2Fcollege-photo_20882.jpg,139,24,,70,43780,3.6,6136,1150,1150-1310,24-28,1856,Semester,Suburban,http://www.shu.edu
University of Cincinnati,OH,Cincinnati,45221,public,https://www.usnews.com/dims4/USNEWS/8f8aab9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F66%2F6035914dbead0a6776e6610cca02b0%2Fcollege-photo_32541.jpg,139,24,24,73,26994,3.7,26932,1160,1160-1370,24-29,1819,Semester,Urban,http://www.uc.edu
